location,Bâle,Bâle,Bâle,Bâle
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Wind Speed,Wind Direction,Shortwave Radiation
unit,°C,km/h,°,W/m²
level,2 m elevation corrected,10 m,10 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Bâle Temperature [2 m elevation corrected],Bâle Wind Speed [10 m],Bâle Wind Direction [10 m],Bâle Shortwave Radiation
20250121T0100,-1.8097545,2.8116899,129.80557,0.0
20250121T0200,-2.1497545,2.8116899,129.80557,0.0
20250121T0300,-2.3397546,3.319036,130.60129,0.0
20250121T0400,-2.1997547,3.8939953,146.30994,0.0
20250121T0500,-2.1997547,4.198285,149.03624,0.0
20250121T0600,-1.9897546,4.3498964,155.55605,0.0
20250121T0700,-1.9397546,4.3498964,155.55605,0.0
20250121T0800,-1.8897547,4.8433046,138.01279,23.0
20250121T0900,-0.61975455,4.3349743,138.36646,130.0
20250121T1000,0.8302454,3.6,143.1301,242.0
20250121T1100,2.2902455,3.8268526,131.18591,321.0
20250121T1200,3.4402456,5.1919937,146.30994,354.0
20250121T1300,4.5902452,5.692099,145.30484,331.0
20250121T1400,4.880245,5.0911684,135.0,276.0
20250121T1500,4.880245,4.5820518,135.0,175.0
20250121T1600,3.4202452,5.0911684,135.0,59.0
20250121T1700,0.4802454,3.6,126.869896,1.0
20250121T1800,-0.09975457,4.072935,135.0,0.0
20250121T1900,-0.4397546,4.5820518,135.0,0.0
20250121T2000,-0.87975454,5.692099,124.69515,0.0
20250121T2100,-1.6797546,6.1305785,130.23636,0.0
20250121T2200,-1.9597546,5.6233797,140.19443,0.0
20250121T2300,-2.0397544,6.638072,139.3987,0.0
20250122T0000,-1.9297546,5.8603754,137.48955,0.0
20250122T0100,-1.7397546,5.6233797,129.80557,0.0
20250122T0200,-1.5897547,5.3517847,137.72632,0.0
20250122T0300,-1.3497546,6.696387,143.74615,0.0
20250122T0400,-1.0097545,6.8777895,132.8789,0.0
20250122T0500,-0.86975455,6.4096174,141.84277,0.0
20250122T0600,-0.51975465,5.8048253,150.25511,0.0
20250122T0700,-0.40975457,5.634891,153.43495,0.0
20250122T0800,0.030245423,6.12,151.9275,5.0
20250122T0900,0.7402454,7.289445,147.09476,25.0
20250122T1000,1.7902454,8.161764,138.57634,49.0
20250122T1100,3.0802455,9.085988,146.30994,69.0
20250122T1200,4.0402455,8.0899935,147.72435,61.0
20250122T1300,4.8702455,7.289445,147.09476,95.0
20250122T1400,5.2202454,7.491114,144.78241,92.0
20250122T1500,5.5102453,7.2,143.1301,86.0
20250122T1600,5.000245,6.696387,143.74615,36.0
20250122T1700,4.0702453,7.10031,149.53445,0.0
20250122T1800,3.5502453,7.9932966,144.16235,0.0
20250122T1900,3.5802455,7.7879906,146.30994,0.0
20250122T2000,3.8002453,7.9932966,144.16235,0.0
20250122T2100,3.4702454,8.161764,138.57634,0.0
20250122T2200,3.3902454,6.763786,154.79887,0.0
20250122T2300,3.5802455,8.557102,157.75098,0.0
20250123T0000,4.0602455,9.659814,153.43495,0.0
20250123T0100,4.3502455,11.269782,153.43495,0.0
20250123T0200,4.5802455,11.435313,151.82141,0.0
20250123T0300,5.420245,10.948973,152.59242,0.0
20250123T0400,7.040245,11.440979,155.85446,0.0
20250123T0500,7.400245,11.928989,185.19443,0.0
20250123T0600,7.610245,14.372974,247.9321,0.0
20250123T0700,7.2802453,14.799459,265.8151,0.0
20250123T0800,6.520245,13.138765,260.5377,6.0
20250123T0900,6.210245,11.874544,255.96376,35.0
20250123T1000,6.3902454,10.483357,254.0546,66.0
20250123T1100,6.3202453,12.245293,245.69547,149.0
20250123T1200,6.5602455,12.074766,243.43495,173.0
20250123T1300,6.920245,13.570615,248.1986,136.0
20250123T1400,6.880245,10.829958,248.55226,142.0
20250123T1500,6.7602453,8.089993,249.14554,81.0
20250123T1600,5.5902452,7.4128532,240.9454,42.0
20250123T1700,4.5202456,6.162207,186.70984,1.0
20250123T1800,4.7602453,6.519877,186.3402,0.0
20250123T1900,4.7202454,6.489992,183.17982,0.0
20250123T2000,4.5102453,7.5942073,185.44034,0.0
20250123T2100,4.5202456,8.825508,191.7683,0.0
20250123T2200,4.0002456,9.178235,191.30994,0.0
20250123T2300,4.0002456,8.825508,191.7683,0.0
20250124T0000,3.3202453,10.495713,202.16635,0.0
20250124T0100,4.2702456,10.787993,205.70996,0.0
20250124T0200,4.0202456,8.707237,209.74489,0.0
20250124T0300,3.5302453,6.130579,183.36646,0.0
20250124T0400,3.1502452,4.2136917,160.01689,0.0
20250124T0500,2.5602455,4.8965297,143.97263,0.0
20250124T0600,2.3102455,5.8048253,150.25511,0.0
20250124T0700,2.2302454,7.0911775,156.0375,0.0
20250124T0800,2.5002456,8.699793,155.55605,13.0
20250124T0900,4.2302456,9.504273,155.37643,66.0
20250124T1000,6.5302453,10.137692,163.49564,135.0
20250124T1100,9.050245,9.6932955,164.9315,222.0
20250124T1200,11.130245,9.255571,166.50427,284.0
20250124T1300,12.870245,9.114471,170.90973,277.0
20250124T1400,13.390245,9.3876505,184.39871,228.0
20250124T1500,13.030245,8.4042845,189.86581,111.0
20250124T1600,11.210245,9.746631,184.23639,37.0
20250124T1700,10.580245,9.007196,182.2906,1.0
20250124T1800,9.470245,7.2805495,171.46924,0.0
20250124T1900,8.650246,7.42159,157.16635,0.0
20250124T2000,8.370246,8.0899935,147.72435,0.0
20250124T2100,8.520246,6.439876,153.43495,0.0
20250124T2200,7.0702453,7.24486,153.43495,0.0
20250124T2300,5.8302455,7.8954163,155.77225,0.0
20250125T0000,4.5602455,7.42159,157.16635,0.0
20250125T0100,4.670245,6.6087217,150.64224,0.0
20250125T0200,5.3502455,6.6087217,150.64224,0.0
20250125T0300,6.040245,6.151683,159.44395,0.0
20250125T0400,6.400245,6.9527545,158.7495,0.0
20250125T0500,6.5502453,7.7879906,146.30994,0.0
20250125T0600,6.9102454,7.289445,147.09476,0.0
20250125T0700,7.0102453,8.209263,142.12502,0.0
20250125T0800,7.520245,8.4963045,143.61565,9.0
20250125T0900,9.580245,8.707237,150.25511,60.0
20250125T1000,10.970245,9.0645685,173.15723,142.0
20250125T1100,13.080245,8.4042845,170.13419,172.0
20250125T1200,14.510245,7.69592,169.2157,179.0
20250125T1300,15.120245,4.829907,153.43495,141.0
20250125T1400,15.220245,4.3349743,131.63353,150.0
20250125T1500,14.300245,4.5820518,135.0,106.0
20250125T1600,12.390245,6.6087217,150.64224,52.0
20250125T1700,10.220245,5.634891,153.43495,1.0
20250125T1800,9.510245,6.6087217,150.64224,0.0
20250125T1900,8.850245,5.634891,153.43495,0.0
20250125T2000,8.700245,5.815978,158.1986,0.0
20250125T2100,8.510245,5.1544156,167.90524,0.0
20250125T2200,8.740245,9.255571,193.49573,0.0
20250125T2300,9.040245,11.246759,230.19443,0.0
20250126T0000,8.840245,16.992609,233.61565,0.0
20250126T0100,8.170245,16.375053,213.34071,0.0
20250126T0200,8.050245,14.799459,198.43495,0.0
20250126T0300,8.150246,15.03835,191.04094,0.0
20250126T0400,8.470245,16.311613,202.03622,0.0
20250126T0500,8.120246,18.391737,220.23636,0.0
20250126T0600,7.4502454,20.08916,233.74615,0.0
20250126T0700,6.4902453,20.188908,238.86102,0.0
20250126T0800,6.000245,18.532135,240.9454,13.0
20250126T0900,6.4302454,14.386494,238.29858,78.0
20250126T1000,7.1002455,14.512064,240.25513,181.0
20250126T1100,8.280246,13.104198,232.8153,274.0
20250126T1200,9.270246,11.480557,221.18593,373.0
20250126T1300,10.100245,10.137692,196.50436,378.0
20250126T1400,10.110246,10.464798,176.05481,299.0
20250126T1500,9.400246,6.6087217,150.64224,174.0
20250126T1600,8.460245,6.489992,146.30994,47.0
20250126T1700,7.9102454,6.792466,147.99461,2.0
20250126T1800,6.8902454,7.754637,158.1986,0.0
20250126T1900,7.250245,12.24,180.0,0.0
20250126T2000,7.3502455,16.575644,182.48955,0.0
20250126T2100,7.6602454,17.339897,175.23636,0.0
20250126T2200,9.520246,14.205182,171.25385,0.0
20250126T2300,9.370245,11.874544,165.96376,0.0
20250127T0000,8.730246,11.503113,159.8637,0.0
20250127T0100,8.520246,12.7279215,151.26021,0.0
20250127T0200,8.720245,14.689589,162.89728,0.0
20250127T0300,8.860246,15.042659,158.9625,0.0
20250127T0400,9.170245,14.336861,151.50436,0.0
20250127T0500,9.610246,13.397612,149.30028,0.0
20250127T0600,9.680245,12.387348,144.46231,0.0
20250127T0700,10.200245,11.4862,147.80426,0.0
20250127T0800,10.090245,11.298495,149.34933,9.0
20250127T0900,9.900246,12.641076,160.01689,50.0
20250127T1000,10.070246,10.446206,178.02507,69.0
20250127T1100,10.500245,11.609651,187.12502,123.0
20250127T1200,10.760245,11.5199995,180.0,126.0
20250127T1300,10.340245,11.570515,174.64418,53.0
20250127T1400,10.960245,11.440978,167.27565,65.0
20250127T1500,10.330245,11.440978,167.27565,35.0
20250127T1600,9.290245,13.779114,160.14479,17.0
20250127T1700,8.680245,15.281989,164.98164,1.0
20250127T1800,8.420245,16.167967,168.43987,0.0
20250127T1900,8.510245,15.542662,166.6075,0.0
20250127T2000,8.650246,13.896187,163.44293,0.0
20250127T2100,8.210245,12.768586,158.49857,0.0
20250127T2200,7.5102453,9.826088,151.55707,0.0
20250127T2300,7.1402454,9.931042,136.4688,0.0
20250128T0000,6.8002453,10.464797,139.1849,0.0
20250128T0100,6.420245,7.928177,140.52754,0.0
20250128T0200,6.540245,6.28713,156.37062,0.0
20250128T0300,6.880245,7.5942073,174.55966,0.0
20250128T0400,6.980245,7.9526596,185.19443,0.0
20250128T0500,6.7602453,9.028754,184.57391,0.0
20250128T0600,6.790245,8.759178,189.46233,0.0
20250128T0700,6.8402452,10.041354,194.53445,0.0
20250128T0800,6.8202453,11.298495,202.47943,15.0
20250128T0900,7.2602453,12.10157,202.75098,69.0
20250128T1000,8.030246,13.708391,193.67131,137.0
20250128T1100,8.690246,14.408997,192.99461,206.0
20250128T1200,9.370245,16.58346,207.1213,228.0
20250128T1300,9.840245,18.440998,218.65982,256.0
20250128T1400,10.010245,15.986593,215.83765,217.0
20250128T1500,9.980246,14.182355,203.9625,161.0
20250128T1600,9.650246,14.168641,207.21611,61.0
20250128T1700,9.000245,15.379206,212.57407,2.0
20250128T1800,8.400246,16.92383,218.08878,0.0
20250128T1900,7.9502454,17.884428,220.1009,0.0
20250128T2000,7.7602453,18.218275,217.77568,0.0
20250128T2100,7.7602453,17.595861,210.76273,0.0
20250128T2200,7.7602453,17.906157,210.17352,0.0
20250128T2300,7.6602454,21.30093,210.46555,0.0
20250129T0000,7.5702453,23.333443,218.10757,0.0
20250129T0100,7.610245,23.708124,221.92255,0.0
20250129T0200,7.710245,22.932877,222.4552,0.0
20250129T0300,7.6402454,21.892027,225.0,0.0
20250129T0400,7.360245,21.986542,230.31454,0.0
20250129T0500,7.360245,21.599998,233.1301,0.0
20250129T0600,7.2402453,21.096123,233.32565,0.0
20250129T0700,7.170245,21.252197,231.18861,0.0
20250129T0800,7.3402452,20.188908,230.06363,22.0
20250129T0900,7.8402452,18.11841,229.02826,82.0
20250129T1000,8.420245,19.134262,228.81409,161.0
20250129T1100,9.150246,18.504139,232.90717,269.0
20250129T1200,9.720245,15.2947035,243.43495,324.0
20250129T1300,10.170245,11.119281,240.9454,319.0
20250129T1400,10.430245,8.854829,206.56505,272.0
20250129T1500,10.160245,7.208994,182.86241,141.0
20250129T1600,7.9702454,5.8603754,137.48955,63.0
20250129T1700,5.4702454,6.9153743,128.6598,3.0
20250129T1800,5.020245,7.491114,125.21759,0.0
20250129T1900,4.4602456,7.2,126.869896,0.0
20250129T2000,4.0202456,6.3690495,137.2906,0.0
20250129T2100,3.4202452,6.3690495,132.70938,0.0
20250129T2200,3.2702456,6.763786,154.79887,0.0
20250129T2300,3.1602454,6.6087217,150.64224,0.0
20250130T0000,3.1602454,4.8965297,143.97263,0.0
20250130T0100,2.8802452,4.6102495,141.34018,0.0
20250130T0200,2.8702455,5.1165614,140.71059,0.0
20250130T0300,2.9502454,5.495161,148.3925,0.0
20250130T0400,3.0802455,5.154415,155.22485,0.0
20250130T0500,3.4102454,4.5536795,161.56505,0.0
20250130T0600,3.5902452,3.7585104,163.30075,0.0
20250130T0700,3.8202453,3.8773184,158.1986,0.0
20250130T0800,4.1802454,5.00128,149.74356,14.0
20250130T0900,5.3102455,6.297428,149.03624,41.0
20250130T1000,6.7802453,5.3517847,160.34618,110.0
20250130T1100,7.610245,5.3999996,180.0,152.0
20250130T1200,7.880245,5.4477882,187.59465,104.0
20250130T1300,8.020246,4.73506,188.74615,129.0
20250130T1400,7.980245,4.5536795,198.43495,109.0
20250130T1500,7.8202453,4.3498964,204.44395,79.0
20250130T1600,7.110245,5.2416787,195.9454,45.0
20250130T1700,6.7202454,6.379216,196.38954,3.0
20250130T1800,6.210245,5.937272,194.03624,0.0
20250130T1900,6.170245,5.6920996,198.43495,0.0
20250130T2000,5.750245,4.5536795,198.43495,0.0
20250130T2100,5.6802454,5.154415,204.77515,0.0
20250130T2200,6.0802455,5.692099,214.69516,0.0
20250130T2300,5.8502455,5.3999996,216.8699,0.0
20250131T0000,5.9102454,5.3517847,222.27368,0.0
20250131T0100,5.8502455,5.0142193,248.9625,0.0
20250131T0200,5.9502454,4.2136917,289.98312,0.0
20250131T0300,5.790245,6.12,331.92752,0.0
20250131T0400,5.460245,7.69592,349.2157,0.0
20250131T0500,4.980245,8.647496,357.61407,0.0
20250131T0600,4.3702455,7.928178,357.39746,0.0
20250131T0700,3.9202452,7.5685663,357.2737,0.0
20250131T0800,3.7202454,6.849467,3.0127716,18.0
20250131T0900,4.130245,6.5693827,9.462311,53.0
20250131T1000,4.8502455,6.519877,6.340164,112.0
20250131T1100,5.2402453,6.830519,18.434952,121.0
20250131T1200,5.6402454,6.439876,26.565033,178.0
20250131T1300,5.7802453,6.439876,26.565033,156.0
20250131T1400,5.750245,7.289444,20.224854,120.0
20250131T1500,5.4902453,6.489992,356.8202,89.0
20250131T1600,4.9502454,5.1544156,347.90524,46.0
20250131T1700,4.170245,7.2805495,351.46924,3.0
20250131T1800,3.4902453,6.924738,8.972626,0.0
20250131T1900,2.8602452,6.9527545,21.250488,0.0
20250131T2000,2.2202454,6.9247384,27.897263,0.0
20250131T2100,1.6202455,7.127636,44.999985,0.0
20250131T2200,1.0502454,8.0899935,32.275635,0.0
20250131T2300,1.0602454,7.7043357,37.40535,0.0
20250201T0000,0.7002454,6.9153743,38.659805,0.0
20250201T0100,0.2502454,6.9247384,27.897263,0.0
20250201T0200,0.070245415,7.4128532,29.05458,0.0
20250201T0300,-0.03975457,8.049845,26.565033,0.0
20250201T0400,-0.33975458,7.5685663,25.34616,0.0
20250201T0500,-0.4597546,6.489992,33.690063,0.0
20250201T0600,-0.3297546,5.692099,34.69516,0.0
20250201T0700,-0.5397546,5.8048253,29.744873,0.0
20250201T0800,0.4202454,5.3517847,19.653809,39.0
20250201T0900,1.2602453,5.815978,21.801407,135.0
20250201T1000,2.4402454,6.489992,33.690063,230.0
20250201T1100,3.3002453,7.9932966,35.837646,262.0
20250201T1200,3.9202452,7.145796,49.085617,262.0
20250201T1300,4.5802455,6.297428,59.036255,292.0
20250201T1400,4.880245,6.792466,57.994614,247.0
20250201T1500,4.730245,6.618519,44.999985,154.0
20250201T1600,4.2002454,3.8268526,41.18593,68.0
20250201T1700,3.1402454,4.510787,28.610443,5.0
20250201T1800,3.4302454,3.319036,40.601288,0.0
20250201T1900,3.4302454,4.1046314,52.125,0.0
20250201T2000,2.5502453,5.1165614,50.7106,0.0
20250201T2100,1.8002454,4.3498964,65.55604,0.0
20250201T2200,1.2702454,3.2599385,83.65981,0.0
20250201T2300,1.0602454,2.3051248,128.6598,0.0
20250202T0000,0.9502454,2.9024127,82.874985,0.0
20250202T0100,0.6302454,4.6938257,57.5288,0.0
20250202T0200,0.5402454,3.219938,63.43495,0.0
20250202T0300,0.5102454,2.16,89.99999,0.0
20250202T0400,0.8002454,3.0547013,135.0,0.0
20250202T0500,1.1102455,3.319036,130.60129,0.0
20250202T0600,1.3502455,3.319036,130.60129,0.0
20250202T0700,1.6102453,3.6,143.1301,0.0
20250202T0800,1.5202454,4.3498964,155.55605,36.0
20250202T0900,1.6202455,2.9024127,150.25511,140.0
20250202T1000,2.0002456,1.2979984,146.30994,248.0
20250202T1100,2.5302453,2.0991426,120.96376,318.0
20250202T1200,3.2002454,2.5959969,123.69006,394.0
20250202T1300,3.6902456,2.5455842,98.1301,385.0
20250202T1400,3.9902453,2.5455842,81.869896,332.0
20250202T1500,4.0302453,2.9024127,60.25511,229.0
20250202T1600,2.6902456,2.9024127,29.744873,101.0
20250202T1700,2.9702454,2.0364676,44.999985,8.0
20250202T1800,3.4202452,1.2979984,56.30993,0.0
20250202T1900,2.2602453,2.6208394,105.9454,0.0
20250202T2000,1.5002453,2.2768397,108.434944,0.0
20250202T2100,1.7202454,2.5455842,98.1301,0.0
20250202T2200,0.5902454,1.8,143.1301,0.0
20250202T2300,0.4302454,2.0364676,135.0,0.0
20250203T0000,0.23024541,2.4149535,116.56505,0.0
20250203T0100,-0.05975461,2.2768397,108.434944,0.0
20250203T0200,-0.22975457,2.2768397,108.434944,0.0
20250203T0300,-0.34975457,2.2768397,108.434944,0.0
20250203T0400,-0.2697546,2.2768397,108.434944,0.0
20250203T0500,-0.39975458,2.5959969,123.69006,0.0
20250203T0600,-0.3897546,2.9024127,119.74488,0.0
20250203T0700,-0.3097546,3.7585104,106.69924,0.0
20250203T0800,0.3802454,3.7064266,119.054596,41.0
20250203T0900,0.89024544,2.8116899,129.80557,144.0
20250203T1000,1.1502454,2.0991426,59.036232,279.0
20250203T1100,1.8602453,1.1384199,108.434944,382.0
20250203T1200,2.3602452,0.8049845,153.43495,422.0
20250203T1300,2.9002452,1.2979984,33.690063,409.0
20250203T1400,3.1102452,1.9386592,21.801407,343.0
20250203T1500,2.8002453,2.968636,14.03624,232.0
20250203T1600,1.7002454,3.6179552,354.28943,108.0
20250203T1700,2.9602456,4.3349743,355.23636,9.0
20250203T1800,2.3202453,2.8799999,360.0,0.0
20250203T1900,1.9502454,1.5273507,44.999985,0.0
20250203T2000,1.7902454,1.9386592,111.80141,0.0
20250203T2100,0.7202454,3.319036,139.3987,0.0
20250203T2200,0.3002454,1.9386592,158.1986,0.0
20250203T2300,-0.14975458,2.8116899,140.19443,0.0
20250204T0000,-0.5397546,3.8268526,138.81407,0.0
20250204T0100,-0.87975454,3.8268526,138.81407,0.0
20250204T0200,-1.0097545,3.096837,144.46231,0.0
20250204T0300,-1.1397547,3.219938,153.43495,0.0
20250204T0400,-1.3697546,3.5455887,156.0375,0.0
20250204T0500,-1.3797545,3.8268526,138.81407,0.0
20250204T0600,-1.2797546,4.198285,120.96376,0.0
20250204T0700,-1.1697546,3.563818,135.0,0.0
20250204T0800,-0.76975465,5.634891,153.43495,51.0
20250204T0900,-0.16975462,3.096837,144.46231,181.0
20250204T1000,0.9602454,2.5959969,146.30994,305.0
20250204T1100,2.0602455,2.4149535,153.43495,392.0
20250204T1200,3.4002452,2.9024127,150.25511,440.0
20250204T1300,4.5602455,1.8,143.1301,418.0
20250204T1400,5.2402453,1.0182338,135.0,356.0
20250204T1500,5.3202453,0.71999997,89.99999,247.0
20250204T1600,4.150245,1.4399999,360.0,114.0
20250204T1700,2.4702454,2.6208394,15.945404,11.0
20250204T1800,1.1202455,1.2979984,33.690063,0.0
20250204T1900,0.5902454,1.0182338,135.0,0.0
20250204T2000,-1.2997546,3.8773184,158.1986,0.0
20250204T2100,-2.2597547,3.8773184,158.1986,0.0
20250204T2200,-2.5597544,3.7064266,150.94539,0.0
20250204T2300,-2.7997546,3.319036,139.3987,0.0
20250205T0000,-3.0297546,2.8116899,140.19443,0.0
20250205T0100,-3.1697545,3.0547013,135.0,0.0
20250205T0200,-3.5297546,3.0547013,135.0,0.0
20250205T0300,-3.6797547,2.8116899,140.19443,0.0
20250205T0400,-3.8697548,2.9024127,150.25511,0.0
20250205T0500,-3.9197545,2.0991426,149.03624,0.0
20250205T0600,-3.8997545,1.8,143.1301,0.0
20250205T0700,-3.8997545,2.5455842,135.0,0.0
20250205T0800,-2.5097547,3.8268526,138.81407,54.0
20250205T0900,-0.60975456,2.4149535,116.56505,184.0
20250205T1000,1.0302454,2.0991426,59.036232,315.0
20250205T1100,2.1502454,2.8116899,39.805573,402.0
20250205T1200,3.2102456,3.7064266,29.05458,441.0
20250205T1300,4.0202456,4.6938257,32.47119,410.0
20250205T1400,4.730245,5.154415,24.775131,349.0
20250205T1500,4.650245,4.379589,9.462311,236.0
20250205T1600,2.5502453,8.311245,4.9697266,102.0
20250205T1700,0.9802454,8.557102,14.620865,10.0
20250205T1800,-0.04975462,7.24486,26.565033,0.0
20250205T1900,-0.47975457,6.989936,34.508514,0.0
20250205T2000,-0.8297546,7.145796,40.914368,0.0
20250205T2100,-0.98975456,7.127636,44.999985,0.0
20250205T2200,-0.73975456,6.696387,53.746155,0.0
20250205T2300,-0.98975456,4.452954,75.96376,0.0
20250206T0000,-1.1297545,4.6800003,67.380135,0.0
20250206T0100,-0.8297546,5.3517847,47.726303,0.0
20250206T0200,-0.6697546,5.8603754,42.510437,0.0
20250206T0300,-0.6697546,6.1094027,44.999985,0.0
20250206T0400,-0.3797546,5.1165614,50.7106,0.0
20250206T0500,-0.07975459,5.1165614,50.7106,0.0
20250206T0600,0.17024541,6.1305785,40.236343,0.0
20250206T0700,0.4002454,6.989936,34.508514,0.0
20250206T0800,1.2302454,5.495161,31.607498,25.0
20250206T0900,1.8502454,6.989936,34.508514,83.0
20250206T1000,2.3702455,8.699793,24.443954,95.0
20250206T1100,2.7402453,7.386582,43.025055,139.0
20250206T1200,3.2102456,6.638072,40.601288,151.0
20250206T1300,3.5102453,8.891343,31.759476,158.0
20250206T1400,3.7702456,9.826088,28.442917,127.0
20250206T1500,3.7002454,8.891343,31.759476,86.0
20250206T1600,3.3402452,8.404285,43.264297,37.0
20250206T1700,3.0202456,7.386582,43.025055,5.0
20250206T1800,2.5802455,7.386582,43.025055,0.0
20250206T1900,2.5302453,7.145796,40.914368,0.0
20250206T2000,2.8302455,6.638072,40.601288,0.0
20250206T2100,2.6302452,6.9153743,51.34018,0.0
20250206T2200,2.6802454,6.989936,55.491463,0.0
20250206T2300,2.6202455,5.4477882,82.40536,0.0
20250207T0000,2.5402455,5.0911684,81.869896,0.0
20250207T0100,2.2302454,5.4119864,86.18592,0.0
20250207T0200,1.8502454,5.0528407,85.91438,0.0
20250207T0300,1.6102453,5.771239,86.42367,0.0
20250207T0400,1.5102453,5.4119864,93.81408,0.0
20250207T0500,1.4602454,5.0911684,98.1301,0.0
20250207T0600,1.3302454,4.6938252,94.398705,0.0
20250207T0700,1.1102455,4.6938252,94.398705,0.0
20250207T0800,1.6402454,5.1544156,102.09476,39.0
20250207T0900,2.5702453,5.2416787,105.9454,121.0
20250207T1000,3.6102452,5.506941,101.30993,212.0
20250207T1100,4.8102455,8.0899935,122.27564,289.0
20250207T1200,5.960245,6.989936,124.508514,316.0
20250207T1300,6.650245,5.04,89.99999,314.0
20250207T1400,6.860245,4.6938252,85.60129,282.0
20250207T1500,6.500245,3.9763298,95.19443,190.0
20250207T1600,5.110245,4.0249224,63.43495,92.0
20250207T1700,3.9102454,6.1305785,49.76364,12.0
20250207T1800,2.2302454,6.297428,59.036255,0.0
20250207T1900,0.9802454,4.896529,72.89727,0.0
20250207T2000,0.13024542,3.671294,78.69006,0.0
20250207T2100,-0.29975462,4.6938252,94.398705,0.0
20250207T2200,-0.3197546,3.6,126.869896,0.0
20250207T2300,-0.5997546,4.3349743,131.63353,0.0
20250208T0000,-0.86975455,4.896529,107.10272,0.0
20250208T0100,-0.8297546,4.379589,99.46232,0.0
20250208T0200,-0.63975465,4.896529,107.10272,0.0
20250208T0300,-0.5397546,5.937272,104.03624,0.0
20250208T0400,-0.89975464,6.0347,107.35402,0.0
20250208T0500,-0.9397546,6.439876,116.56505,0.0
20250208T0600,-0.9597546,6.792466,122.00538,0.0
20250208T0700,-1.0097545,7.10031,120.465546,1.0
20250208T0800,0.3202454,6.297428,120.963745,50.0
20250208T0900,2.1302454,5.00128,120.25643,166.0
20250208T1000,4.1402454,3.6,89.99999,280.0
20250208T1100,5.8202453,2.2768397,71.56504,360.0
20250208T1200,7.2202454,2.3051248,141.34018,361.0
20250208T1300,8.240246,1.1384199,71.56504,323.0
20250208T1400,8.650246,2.8116899,50.194427,271.0
20250208T1500,8.280246,3.671294,78.69006,216.0
20250208T1600,7.360245,1.08,180.0,116.0
20250208T1700,6.1402454,3.2599385,263.65982,16.0
20250208T1800,5.110245,6.162207,263.29016,0.0
20250208T1900,4.6402454,5.6233797,230.19443,0.0
